Country;Lat;Long;Population
US;46.89289518;-96.48761922;64222
US;47.57992111;-95.37790562;8818
US;47.90504893;-90.52629546;5463
US;44.00715262;-95.18138802;11196
US;46.48096553;-94.06755609;65055
US;44.67172617;-93.06299363;429021
US;44.02238415;-92.86244324;20934
US;45.93348491;-95.45335469;38141
US;43.67381499;-93.94787458;13653
US;43.67394126;-92.08980382;21067
US;43.67385583;-93.34884422;30281
US;44.40849741;-92.7234195;46340
US;45.93424769;-96.01139609;5972
US;45.00761521;-93.47694895;1265843
US;43.67129565;-91.49143057;18600
US;47.10778564;-94.91693868;21491
US;45.56181234;-93.29487636;40596
US;47.51009045;-93.63092229;45130
US;43.67423373;-95.15398258;9846
US;45.9459309;-93.29275192;16337
US;45.1526059;-95.00586446;43199
US;48.77754106;-96.78317184;4298
US;48.24539665;-93.78352843;12229
US;44.9973857;-96.17488219;6623
US;47.64270764;-91.44557998;10641
US;48.77217001;-94.90274472;3740
US;44.37136597;-93.72844721;28887
US;44.41311883;-96.26688165;5639
US;44.41327865;-95.83806103;25474
US;44.82367677;-94.27287017;35893
US;47.32557075;-95.80921485;5527
US;48.35825983;-96.37017407;9336
US;43.67429718;-94.55099908;19683
US;45.12328869;-94.52839455;23222
US;45.93705297;-93.63236823;26277
US;46.01265363;-94.27341528;33386
US;43.67142874;-92.75234549;40062
US;44.02216709;-95.76328482;8194
US;44.35291112;-94.24710352;34274
US;43.67434621;-95.75329576;21629
US;47.32628443;-96.45620947;6375
US;44.00374114;-92.40209944;158293
US;46.40846929;-95.70835255;58746
US;48.06642577;-96.0370814;14119
US;46.12105238;-92.74070188;29579
US;44.02301619;-96.25841142;9126
US;47.77372465;-96.40134647;31364
US;45.58606667;-95.44451209;11249
US;45.01625271;-93.09872295;550321
US;47.87197525;-96.09561104;4055
US;44.40555844;-95.25207021;15170
US;44.72836381;-94.94553734;14548
US;44.3543376;-93.29658715;66972
US;43.67482683;-96.25296832;9315
US;48.77501878;-95.81079919;15165
US;47.6048407;-92.46879855;199070
US;44.6490231;-93.53340251;149013
US;45.44447208;-93.77617511;97238
US;44.5796592;-94.23164924;14865
US;45.55192576;-94.61078221;161075
US;44.02240351;-93.22627088;36649
US;45.58613007;-96.00163705;9805
US;45.2829032;-95.68264092;9266
US;46.06996226;-94.89785296;24664
US;45.77298854;-96.47062949;3259
US;44.28424356;-92.23121312;21627
US;46.58589171;-94.96968506;13682
US;44.02211116;-93.58720034;18612
US;45.03864533;-92.88429635;262440
US;43.97823903;-94.61413846;10897
US;46.35721532;-96.4684375;6207
US;43.98772283;-91.78081305;50484
US;45.17297924;-93.96234781;138377
US;44.71710183;-95.86842453;9709
US;31.47669768;-91.35326037;30693
US;34.88084463;-88.57996173;36953
US;31.17467303;-90.80501621;12297
US;33.08658803;-89.57838564;18174
US;34.81681228;-89.18945516;8259
US;33.79696941;-90.87372121;30628
US;33.93683395;-89.33686647;14361
US;33.44834567;-89.91994479;9947
US;33.91983202;-88.9481545;17103
US;33.34598242;-89.24809382;8210
US;31.97061673;-90.90702196;8988
US;32.04158545;-88.6889622;15541
US;33.65358105;-88.77784255;19316
US;34.22772299;-90.60415045;22124
US;31.86977774;-90.44565118;28065
US;31.63225413;-89.55389939;18636
US;34.87625235;-89.99091418;184945
US;31.18961454;-89.25832496;74897
US;31.47786634;-90.89672989;7713
US;30.86259065;-88.64436789;24500
US;31.21444233;-88.63922281;13586
US;33.77036166;-89.80245083;20758
US;30.41830223;-89.48851033;47632
US;30.51359752;-89.12467576;208080
US;32.2656285;-90.44435448;231840
US;33.12345854;-90.08923538;17010
US;33.12825718;-90.52252707;8064
US;32.72531359;-90.97392828;1327
US;34.27993475;-88.3606733;23390
US;30.54020656;-88.64184064;143617
US;32.01922104;-89.11786866;16383
US;31.73397872;-91.03764977;6990
US;31.56884708;-89.8267099;11128
US;31.62257767;-89.168969;68098
US;32.75462946;-88.64105766;9742
US;34.35687874;-89.48490961;54019
US;31.20572971;-89.5077704;63343
US;32.40419769;-88.66229662;74125
US;31.55147224;-90.10841127;12586
US;32.7536828;-89.52402044;22786
US;34.2918775;-88.68149954;85436
US;33.55545125;-90.29900733;28183
US;31.53288662;-90.45391915;34153
US;33.47386518;-88.4419153;58595
US;32.63389156;-90.03513564;106272
US;31.23132643;-89.8209217;24573
US;34.76216286;-89.50299462;35294
US;33.89236763;-88.4808438;35252
US;33.49419589;-89.61729103;9775
US;32.75339664;-89.11726492;29118
US;32.40021118;-89.11843336;21018
US;33.11009499;-88.56949061;10417
US;33.42491685;-88.87905132;49587
US;34.36398677;-89.95064249;34192
US;30.77090935;-89.58677275;55535
US;31.17161885;-88.99281835;11973
US;31.17507789;-90.40392572;39288
US;34.226046;-89.03636807;32174
US;34.61810501;-88.51986294;25126
US;34.25157572;-90.28908;6792
US;32.26469147;-89.94537876;155271
US;32.4067041;-89.53789439;28124
US;32.88149103;-90.8159538;4321
US;31.91282117;-89.91716179;26658
US;32.01744532;-89.50644846;15916
US;30.79187949;-89.11547539;18336
US;33.60192578;-90.58882684;25110
US;33.95339918;-90.1729398;13809
US;34.65133709;-89.94485778;28321
US;34.76872156;-88.90988194;22015
US;34.74023475;-88.23917219;19383
US;34.64967704;-90.37481167;9632
US;34.49162015;-89.00776006;28815
US;31.14971548;-90.10446654;14286
US;32.35810271;-90.83352619;45381
US;33.28392041;-90.94196237;43909
US;31.64135687;-88.69573913;20183
US;33.61300486;-89.28392912;9689
US;31.16078225;-91.31018819;8630
US;33.08747908;-89.03391385;17955
US;34.02824175;-89.7076205;12108
US;32.77890365;-90.39656148;29690
US;40.19058551;-92.60078167;25343
US;39.98492163;-94.80163024;17712
US;40.43238737;-95.42970639;5143
US;39.215877;-91.84242683;25388
US;36.70978521;-93.82919888;35789
US;37.50207671;-94.34757022;11754
US;38.25271289;-94.34113157;16172
US;38.29503305;-93.28756116;19443
US;37.32449052;-90.02725304;12133
US;38.99186229;-92.30723575;180463
US;39.65816401;-94.80138942;87364
US;36.71462476;-90.40421163;42478
US;39.65620858;-93.98308093;9020
US;38.83674754;-91.92186505;44743
US;38.02199522;-92.76083747;46305
US;37.38489388;-89.6843587;78871
US;39.42762566;-93.50626255;8679
US;36.94160441;-90.96051322;5982
US;38.64789422;-94.353399;105780
US;37.72391475;-93.85445441;14349
US;39.51499357;-92.9629191;7426
US;36.9711783;-93.18537118;88595
US;40.41040752;-91.73661677;6797
US;39.31132056;-94.41850862;249948
US;39.6013098;-94.40465394;20387
US;38.50455671;-92.27860244;76745
US;38.844478;-92.80896081;17709
US;37.97663738;-91.30528104;23920
US;37.431814;-93.8503345;7561
US;37.6811355;-93.02127031;16878
US;39.96145298;-93.98519678;8278
US;39.89201062;-94.40476508;12547
US;37.60663134;-91.50790473;15573
US;36.9325593;-92.49905109;13185
US;36.27167174;-90.09122243;29131
US;38.41127108;-91.07522826;103967
US;38.43947277;-91.50847147;14706
US;40.21097916;-94.40944419;6571
US;37.2575872;-93.34230916;293086
US;40.11406587;-93.56509276;9850
US;40.35570088;-93.99222144;8352
US;38.38482826;-93.79293734;21824
US;37.94163617;-93.3203037;9544
US;40.09799248;-95.2163888;4403
US;39.1435761;-92.69756691;10001
US;36.77383887;-91.88683935;40117
US;37.55487945;-90.7735296;10125
US;39.01002188;-94.34724536;703011
US;37.20351921;-94.34050458;121328
US;38.25926778;-90.53870896;225081
US;38.74719601;-93.80691168;54062
US;40.12699751;-92.14780832;3959
US;37.65896829;-92.5888493;35723
US;39.06986886;-93.78076396;32708
US;37.10626634;-93.83293097;38355
US;40.09673161;-91.72070156;9776
US;39.05345619;-90.95588181;59013
US;39.87001769;-93.10704106;11920
US;39.78110272;-93.54645978;15227
US;36.62869595;-94.34867205;22837
US;39.83049768;-92.56453089;15117
US;37.47865134;-90.3467143;12088
US;38.16193985;-91.92249662;8697
US;39.80601912;-91.62203062;28530
US;40.42212303;-93.5682959;3617
US;38.21450288;-92.42610898;25619
US;36.82516239;-89.29505753;13180
US;38.63571781;-92.57976951;16132
US;39.49593978;-92.00043978;8644
US;38.94022054;-91.47000721;11551
US;38.4181765;-92.88791859;20627
US;36.59666326;-89.66070007;17076
US;36.90519407;-94.3394104;58236
US;40.36079813;-94.88133008;22092
US;36.68710164;-91.4033755;10529
US;38.46036182;-91.8613635;13615
US;36.64916339;-92.44459066;9174
US;36.2130572;-89.78742322;15805
US;37.70660776;-89.82741088;19136
US;38.72798918;-93.28471706;42339
US;37.87736118;-91.79351727;44573
US;39.34310674;-91.16980779;18302
US;39.38154439;-94.77068479;104418
US;37.6162296;-93.39828174;32149
US;37.82462075;-92.20783203;52607
US;40.47942497;-93.02042674;4696
US;39.52817427;-91.51838643;10309
US;39.44007257;-92.4971374;24748
US;39.3537468;-93.98905745;23018
US;37.36085952;-90.97009925;6270
US;36.65460667;-90.85990261;13288
US;38.77875681;-90.66662425;402022
US;38.03699437;-93.77631447;9397
US;37.89090059;-90.1949941;17894
US;37.81214171;-90.47598685;67215
US;38.6377004;-90.4458375;994205
US;39.13734288;-93.20259964;22761
US;40.46921489;-92.52311943;4660
US;40.45214695;-92.14709064;4902
US;37.05588075;-89.56474493;38280
US;37.15772072;-91.40190382;8166
US;39.79742518;-92.07634971;5930
US;36.85571651;-89.9444155;29025
US;36.75000327;-93.45256475;31952
US;40.2099105;-93.11150106;6089
US;36.65465345;-93.04075153;55928
US;37.31728859;-91.96564727;25398
US;37.8457799;-94.34127305;20563
US;38.76529479;-91.16124662;35649
US;37.96130078;-90.87948158;24730
US;37.11303869;-90.46001416;12873
US;37.2813734;-92.876329;39592
US;40.47945588;-94.42328751;2013
US;37.27029221;-92.46914488;18289
US;38.63555736;-90.24349225;300576
US;45.13434354;-112.8984694;9453
US;45.42335905;-107.492347;13319
US;48.43175214;-108.9582723;6681
US;46.33277565;-111.4955813;6237
US;45.22850116;-109.0274047;10725
US;45.5197966;-104.5395536;1252
US;47.30797024;-111.3467922;81366
US;47.88084126;-110.4353362;5635
US;46.25319932;-105.5737526;11402
US;48.78420029;-105.5476343;1690
US;47.26584855;-104.8944417;8613
US;46.05953325;-113.073353;9140
US;46.33478338;-104.4183565;2846
US;47.26331584;-109.2245206;11050
US;48.29575866;-114.0520569;103806
US;45.54486106;-111.1692571;114434
US;47.27545948;-107.0002351;1258
US;48.70513576;-112.9934235;13753
US;46.3816474;-109.1768522;821
US;46.4060522;-113.4414186;3379
US;48.62879827;-110.1129252;16484
US;46.14907081;-112.094396;12221
US;47.04581276;-110.2660688;2007
US;47.64514965;-114.0898013;30458
US;47.12610041;-112.394698;69432
US;48.56084317;-111.024307;2337
US;48.54265777;-115.4046155;19980
US;47.64469406;-105.7944994;1664
US;45.30080065;-111.9173017;8600
US;46.59907074;-110.8898557;1862
US;47.15283992;-115.0015239;4397
US;47.03728583;-113.9213508;119600
US;46.49684637;-108.39498;4633
US;45.48965095;-110.5264394;16606
US;47.1182463;-108.2508876;487
US;48.25936577;-107.9128511;3954
US;48.22773388;-112.2252703;5911
US;45.39617714;-105.636738;1682
US;46.85538891;-112.9359164;6890
US;46.86048047;-105.379384;1077
US;46.08520862;-114.1189164;43806
US;47.78668011;-104.5610786;10803
US;48.29607488;-105.0079268;11004
US;46.23397237;-106.729288;8937
US;47.67657534;-115.1329916;12113
US;48.72085833;-104.503829;3309
US;45.90018933;-112.6620092;34915
US;45.67071407;-109.3950061;9642
US;45.81367654;-109.9425686;3737
US;47.83741052;-112.2410688;6147
US;48.65577551;-111.6942414;4736
US;46.2097322;-107.2666516;696
US;48.36435097;-106.6669635;7396
US;46.46652491;-109.8464636;2126
US;46.95925154;-104.2510927;969
US;45.93955949;-108.2691486;161300
US;40.5244942;-98.50117804;31363
US;42.17695516;-98.0666283;6298
US;41.56896142;-101.6959559;463
US;41.54634427;-103.7114332;745
US;41.91311716;-99.97677845;465
US;41.70759415;-98.06737183;5192
US;42.22079243;-103.0878834;10783
US;42.8997274;-98.76486568;1919
US;42.43018907;-99.92904055;2955
US;40.85486962;-99.07500296;49659
US;41.85056773;-96.32605633;6459
US;41.22703692;-97.13106306;8016
US;40.90899107;-96.13971217;26248
US;42.5988851;-97.25311951;8402
US;40.5237198;-101.6978026;3924
US;42.54502621;-101.1244332;5689
US;41.21999357;-102.9941693;8910
US;40.52439441;-98.05126296;6203
US;41.57486951;-97.0868542;10709
US;41.91637624;-96.78730772;8846
US;41.39374521;-99.72805369;10777
US;42.39040144;-96.56656425;20026
US;42.71985036;-103.1313774;8589
US;40.87028216;-99.8201461;23595
US;41.11168186;-102.3333331;1794
US;42.49188363;-96.86782408;5636
US;41.58071748;-96.65598179;36565
US;41.29518299;-96.15085305;571327
US;40.17638677;-101.6876522;1693
US;40.52458567;-97.59646937;5462
US;40.17636348;-98.95299073;2979
US;40.52993007;-100.3924658;2627
US;40.17642064;-99.91247454;4676
US;40.26186809;-96.68946704;21513
US;41.61703149;-102.3313973;1837
US;41.91428955;-98.99111827;1969
US;40.51481965;-99.83020279;1990
US;41.91528587;-101.740701;623
US;41.56742671;-98.52150266;2356
US;40.87257079;-98.50218293;61353
US;40.87349452;-98.02099117;9324
US;40.17658508;-99.40438879;3380
US;40.52451972;-101.0603568;922
US;40.17609175;-101.0416477;2762
US;42.45522056;-98.78402558;10067
US;41.91586243;-101.1354293;682
US;41.2200529;-98.5166499;6445
US;40.17584531;-97.142601;7046
US;40.39257596;-96.26522753;5071
US;40.50663314;-98.94877182;6495
US;41.19930341;-101.6620164;8034
US;42.87990694;-99.71343729;806
US;41.19774275;-103.7148131;3632
US;42.63758421;-97.89178836;8332
US;40.78416049;-96.68777155;319090
US;41.04658298;-100.7475374;34914
US;41.56650314;-100.4817851;748
US;41.91371961;-99.45440415;664
US;41.56797682;-101.0599362;494
US;41.91676024;-97.6005481;35099
US;41.16624273;-98.0374887;7755
US;41.71711774;-103.0061405;4642
US;41.39750195;-97.99327291;3519
US;40.38514847;-95.85433992;6972
US;40.17637905;-98.04743961;4148
US;40.64843556;-96.13374142;16012
US;40.13141096;-96.23705437;2613
US;40.85082525;-101.6502942;2891
US;40.51156033;-99.41461667;9034
US;42.26434853;-97.60122773;7148
US;41.57246836;-97.52144359;33470
US;41.18813488;-97.56630712;5213
US;40.1755688;-100.476998;10724
US;40.1247415;-95.71755036;7865
US;42.42252217;-99.44832069;1357
US;40.52418865;-97.14085859;14224
US;41.11314181;-96.11156432;187196
US;41.2278103;-96.63773905;21578
US;41.85070896;-103.7080986;35618
US;40.87241834;-97.139673;17284
US;42.50284406;-102.4126613;5246
US;41.22045983;-98.97588642;3001
US;42.48932059;-103.7576544;1166
US;41.9169835;-97.19394708;5920
US;40.17626377;-97.59504381;5003
US;41.91358968;-100.5556632;722
US;42.15725356;-96.54157099;7224
US;41.56730777;-98.98197724;4158
US;41.52815707;-96.22019892;20729
US;42.20934475;-97.11926964;9385
US;40.17642643;-98.50019851;3487
US;41.91482725;-98.52798941;783
US;40.87272618;-97.59710186;13679
US;39.58105744;-118.3394607;24909
US;36.21458855;-115.0130241;2266715
US;38.912862;-119.6171333;48905
US;41.14531606;-115.3577619;52778
US;37.78436681;-117.6319999;873
US;39.98100864;-116.2683204;2029
US;41.40692186;-118.1109427;16831
US;39.9332233;-117.0397075;5532
US;37.64268459;-114.8790388;5183
US;39.01777974;-119.1870479;57510
US;38.53841696;-118.4344506;4505
US;38.04264256;-116.4722702;46523
US;40.44003782;-118.4005641;6725
US;39.44875482;-119.5250207;4123
US;40.66562265;-119.6631594;471519
US;39.44157041;-114.899966;9580
US;39.15509045;-119.7480219;55916
US;43.51637314;-71.41684235;61303
US;43.87498583;-71.20430216;48910
US;42.92015988;-72.25311043;76085
US;44.69063265;-71.30633239;31563
US;43.93779815;-71.82057197;89886
US;42.91537785;-71.7200253;417025
US;43.29662971;-71.6811573;151391
US;42.98499744;-71.12883377;309769
US;43.291833;-71.02336013;130633
US;43.36094111;-72.22203125;43146
US;39.47538693;-74.65848483;263670
US;40.96010917;-74.07164325;932202
US;39.87681124;-74.66927768;445349
US;39.80343818;-74.96388753;506471
US;39.15008829;-74.80170244;92039
US;39.37199394;-75.10712559;149527
US;40.78681335;-74.24657979;798975
US;39.71581067;-75.13995546;291636
US;40.73766234;-74.07515667;672391
US;40.56335249;-74.91284156;124371
US;40.28047017;-74.70479631;367430
US;40.43629879;-74.41426991;825062
US;40.26549699;-74.22240686;618795
US;40.86095313;-74.5455371;491845
US;39.8895449;-74.28089251;607186
US;41.03238628;-74.29954144;501826
US;39.58719656;-75.3469663;62385
US;40.56465737;-74.61683016;328934
US;41.13891592;-74.69118243;140488
US;40.65835409;-74.30680092;556341
US;40.85951833;-74.99556527;105267
US;35.05163625;-106.6703554;679121
US;33.91514144;-108.4046587;3527
US;33.36406072;-104.4665365;64615
US;34.91131525;-107.998876;26675
US;36.60569702;-104.6472674;11941
US;34.57421077;-103.3468876;48954
US;34.34274529;-104.4117842;1748
US;32.35275771;-106.8329387;218195
US;32.47167456;-104.3053527;58460
US;32.73911281;-108.3827845;26998
US;34.86319296;-104.790669;4300
US;35.85751555;-103.8220938;625
US;31.91383467;-108.7151824;4198
US;32.79215361;-103.4123733;71070
US;33.74526079;-105.4586166;19572
US;35.86631386;-106.3134985;19369
US;32.18179341;-107.7508826;23709
US;35.5800772;-108.262245;71367
US;36.01095101;-104.9497716;4521
US;32.61348406;-105.7417604;67490
US;35.10403332;-103.5481727;8253
US;36.51072137;-106.6931674;38921
US;34.02097406;-103.4799493;18500
US;35.68862401;-106.8687803;146748
US;36.50838318;-108.320437;123958
US;35.48014807;-104.8163562;27277
US;35.50708973;-105.9774716;150358
US;33.13028233;-107.1925893;10791
US;34.00715494;-106.9298354;16637
US;36.58006022;-105.6310198;32723
US;34.64048375;-105.8508949;15461
US;36.48126404;-103.4709624;4059
US;34.71669834;-106.8103733;76688
US;42.60060306;-73.97723916;305506
US;42.25748406;-78.02750466;46091
US;40.85209301;-73.86282755;1418207
US;42.15903158;-75.81326086;190488
US;42.24778241;-78.67923096;76117
US;42.91261714;-76.55731592;76576
US;42.2276921;-79.36691763;126903
US;42.13891056;-76.7638805;83456
US;42.49430041;-75.60887553;47207
US;44.74530905;-73.67875352;80485
US;42.24819348;-73.63089095;59461
US;42.59509207;-76.07048931;47581
US;42.19837623;-74.96709306;44135
US;41.7648606;-73.74356679;294218
US;42.76249024;-78.73063652;918702
US;44.11630765;-73.77297842;36885
US;44.59040891;-74.29926032;50022
US;43.11363907;-74.41798804;53383
US;43.0022601;-78.19135193;57280
US;42.275797;-74.12384884;47188
US;43.66146647;-74.49721957;4416
US;43.42034246;-74.96145307;61319
US;44.04200959;-75.94653457;109834
US;40.6361825;-73.94935552;2559903
US;43.7844157;-75.44903992;26296
US;42.72596275;-77.77966158;62914
US;42.91653905;-75.67266639;70941
US;43.14638895;-77.69322942;741770
US;42.90123494;-74.44011632;49221
US;40.74066522;-73.58941873;1356924
US;40.7672726;-73.97152637;1628706
US;43.19898042;-78.74777412;209281
US;43.24375382;-75.43710392;228671
US;43.00491923;-76.19971155;460528
US;42.85145728;-77.30874425;109777
US;41.40337468;-74.30240757;384940
US;43.2516977;-78.2320066;40352
US;43.42778894;-76.14635194;117124
US;42.63492579;-75.03151402;59493
US;41.42630093;-73.74965532;98320
US;40.71088124;-73.81684712;2253858
US;42.71348136;-73.51089874;158714
US;40.58582155;-74.14808598;476143
US;41.15027894;-74.02560498;325789
US;44.4976179;-75.06550039;107740
US;43.10904162;-73.86653895;229863
US;42.81668777;-74.05278291;155299
US;42.58831742;-74.4433903;30999
US;42.39184015;-76.8773299;17807
US;42.78081007;-76.82497064;34016
US;42.2689144;-77.3829924;95379
US;40.88320119;-72.8012172;1476601
US;41.71579493;-74.76394559;75432
US;42.16852837;-76.30835812;48203
US;42.44945765;-76.47229843;102180
US;41.89027881;-74.26252104;177573
US;43.56173026;-73.8433699;63944
US;43.31153794;-73.43043448;61204
US;43.15494365;-77.02976528;89918
US;41.16278376;-73.75741653;967506
US;42.70145109;-78.22199579;39859
US;42.63505484;-77.10369919;24913
US;36.0434701;-79.39976137;169509
US;35.9223796;-81.17751948;37497
US;36.49360862;-81.12857041;11137
US;34.97403241;-80.09953279;24446
US;36.43296207;-81.49862729;27203
US;36.07569796;-81.92308483;17557
US;35.48531943;-76.84325809;46994
US;36.0688473;-76.96545943;18947
US;34.61296243;-78.56180059;32722
US;34.070565;-78.22814204;142820
US;35.61113393;-82.53305;261191
US;35.74989637;-81.70755735;90485
US;35.3877799;-80.55267168;216453
US;35.95204977;-81.54799522;82178
US;36.33804939;-76.15568396;10867
US;34.8932941;-76.54120135;69473
US;36.39312665;-79.33353281;22604
US;35.66211129;-81.2132617;159551
US;35.70394416;-79.25541492;74470
US;35.1349263;-84.05970864;28612
US;36.12908077;-76.60118385;13943
US;35.05704275;-83.74353633;11231
US;35.33553364;-81.55204486;97947
US;34.26744084;-78.65801424;55508
US;35.11833364;-77.08398081;102139
US;35.04762133;-78.82623165;335509
US;36.36123664;-75.95876401;27763
US;35.66520691;-75.71767334;37009
US;35.79115496;-80.21256572;167609
US;35.93099927;-80.54496571;42846
US;34.93449805;-77.93140529;58741
US;36.03638492;-78.87608331;321488
US;35.91230639;-77.59436892;51472
US;36.12859861;-80.25459052;382295
US;36.081519;-78.28708884;69685
US;35.29373559;-81.17477045;224529
US;36.44667547;-76.69749701;11562
US;35.3506925;-83.83369267;8441
US;36.30337451;-78.65184241;60443
US;35.48544173;-77.67578087;21069
US;36.07959451;-79.78824948;537174
US;36.25669272;-77.6556109;50010
US;35.36731853;-78.87243571;135976
US;35.55269063;-82.98196486;62317
US;35.33788927;-82.4766782;117417
US;36.3607755;-76.98104134;23677
US;35.01888303;-79.23651674;55234
US;35.42017674;-76.15180542;4937
US;35.80950511;-80.8743128;181806
US;35.28814273;-83.14093385;43938
US;35.51745004;-78.36622717;209339
US;35.02254606;-77.35870791;9419
US;35.47623147;-79.17569362;61779
US;35.2403259;-77.64245615;55949
US;35.48508185;-81.21740317;86111
US;35.67736232;-82.0482425;45756
US;35.14867843;-83.41696617;35858
US;35.85402722;-82.71346418;21755
US;35.84326734;-77.10860251;22440
US;35.24469268;-80.8317671;1110356
US;36.01059309;-82.1582442;14964
US;35.33155144;-79.90416657;27173
US;35.30885257;-79.48474178;100880
US;35.96575634;-77.98422508;94298
US;34.25758282;-77.87075626;234473
US;36.41736238;-77.39769443;19483
US;34.72607366;-77.42908179;197938
US;36.06092947;-79.12167935;148476
US;35.15253315;-76.66559823;12726
US;36.26723798;-76.25134778;39824
US;34.52265624;-77.90352133;63060
US;36.17847453;-76.40603143;13463
US;36.38989032;-78.97217358;39490
US;35.59535426;-77.37353178;180742
US;35.27820615;-82.16812354;20724
US;35.71015088;-79.80570339;143667
US;35.00417719;-79.74491009;44829
US;34.64244496;-79.1025053;130625
US;36.39593137;-79.77504841;91010
US;35.64003916;-80.52446628;142088
US;35.40114178;-81.92112099;67029
US;34.98820368;-78.36914061;63531
US;34.8386299;-79.4757978;34823
US;35.31647813;-80.25093221;62806
US;36.4017975;-80.23893369;45591
US;36.41689489;-80.69102283;71783
US;35.48665845;-83.48748932;14271
US;35.20383864;-82.79638423;34385
US;35.87147226;-76.17055253;4016
US;34.98960527;-80.52955873;239859
US;36.36880673;-78.40670845;44535
US;35.78879266;-78.65249174;1111761
US;36.39728256;-78.10652228;19731
US;35.83810081;-76.57299037;11580
US;36.23103603;-81.70033724;56177
US;35.36438125;-78.00027268;123131
US;36.2084135;-81.16232895;68412
US;35.70625477;-77.917978;81801
US;36.16222629;-80.66239436;37667
US;35.90079156;-82.31237181;18069
US;46.09686891;-102.5285397;2216
US;46.93579637;-98.06605978;10415
US;48.0683985;-99.35916363;6832
US;47.02366884;-103.3762965;928
US;48.79106111;-100.8378166;6282
US;46.11285362;-103.5203343;3024
US;48.79094471;-102.5182117;2115
US;46.97847375;-100.4645214;95626
US;46.93201724;-97.2444719;181923
US;48.77286211;-98.46685243;3762
US;46.11017712;-98.5049008;4872
US;48.8149387;-103.4873611;2264
US;47.35423935;-102.6160468;4424
US;47.71701474;-98.90432337;2287
US;46.28398398;-100.2389766;3241
US;47.4571084;-98.88279923;3210
US;46.94022281;-103.8465421;1761
US;47.92093639;-97.45450447;69451
US;46.35821257;-101.6390013;2274
US;47.45785838;-98.23850925;2231
US;46.43375068;-102.4632417;2499
US;46.97830064;-99.77507857;2480
US;46.45681054;-98.53542355;4046
US;46.45729487;-99.47719806;1850
US;48.23104458;-100.6324822;5745
US;46.11182017;-99.44145858;2497
US;47.7413337;-103.395905;15024
US;47.60766714;-101.3182418;9450
US;47.31213126;-101.8318399;8187
US;46.71681782;-101.2822377;31364
US;48.20197971;-102.3555315;10545
US;47.9226426;-98.19038437;2879
US;47.11530482;-101.3406158;1959
US;48.76623521;-97.5523809;6801
US;48.24977025;-99.96407787;3975
US;48.26886249;-98.72223879;11519
US;46.45621782;-97.65742504;5218
US;48.71982533;-101.6603912;2327
US;46.26440649;-96.94852979;16177
US;48.77245354;-99.84097493;14176
US;46.10830372;-97.63217159;3898
US;47.57700669;-100.3426391;1315
US;46.11323337;-101.0440149;4230
US;46.44737738;-103.4601547;750
US;46.80851182;-102.6576326;31489
US;47.45611548;-97.72728747;1890
US;46.97962541;-98.95637318;20704
US;48.68565745;-99.24564265;2189
US;47.45367788;-97.16323288;8036
US;48.36876964;-97.72574783;10641
US;48.22390169;-101.5436763;67641
US;47.58614526;-99.65904998;3834
US;48.34522353;-103.4793387;37589
US;38.84541072;-83.4718964;27698
US;40.77285242;-84.10802343;102351
US;40.84772277;-82.27280781;53484
US;41.70860332;-80.74830218;97241
US;39.33425634;-82.04278644;65327
US;40.55998859;-84.2242143;45656
US;40.01625942;-80.9924051;67006
US;38.93416837;-83.86788395;43432
US;39.44012838;-84.57388716;383134
US;40.5789686;-81.09178213;26914
US;40.13923427;-83.76875242;38885
US;39.91592258;-83.78498252;134083
US;39.04847534;-84.15375786;206428
US;39.41485808;-83.80852286;41968
US;40.76932373;-80.78094576;101883
US;40.30096166;-81.91729018;36600
US;40.85065156;-82.91989099;41494
US;41.424119;-81.65918339;1235072
US;40.13412966;-84.6194517;51113
US;41.32398837;-84.49076944;38087
US;40.27942393;-83.00457058;209177
US;41.36796058;-82.62904521;74266
US;39.75107189;-82.63088163;157574
US;39.56021306;-83.4562016;28525
US;39.96995815;-83.01115755;1316756
US;41.60213491;-84.12571393;42126
US;38.82708533;-82.31647569;29898
US;41.49952319;-81.17935342;93649
US;39.69116283;-83.89032084;168937
US;40.05026529;-81.49248905;38875
US;39.19673558;-84.54502924;817473
US;41.00250487;-83.66838948;75783
US;40.66015414;-83.65929931;31365
US;40.29380509;-81.09068544;15040
US;41.3339642;-84.06830637;27006
US;39.1839264;-83.60331456;43161
US;39.49537927;-82.47991446;28264
US;40.56163713;-81.92635677;43960
US;41.14651175;-82.59867951;58266
US;39.01914254;-82.6181856;32413
US;40.38614126;-80.76259514;65325
US;40.39830217;-82.42027563;62322
US;41.69710807;-81.23676539;230149
US;38.59743452;-82.53466552;59463
US;40.09136236;-82.48185785;176862
US;40.38996525;-83.76784341;45672
US;41.29553751;-82.15083537;309833
US;41.62101218;-83.65468618;428348
US;39.89381073;-83.40178317;44731
US;41.01631101;-80.77287029;228683
US;40.58610662;-83.15736305;65093
US;41.11770589;-81.8998621;179746
US;39.09224872;-82.0305041;22907
US;40.54043046;-84.62912742;41172
US;40.0543329;-84.22871271;106987
US;39.72984936;-81.08464734;13654
US;39.75394919;-84.29050975;531687
US;39.62081738;-81.85308173;14508
US;40.5236356;-82.7892599;35328
US;39.96575964;-81.94363275;86215
US;39.76818851;-81.45937183;14424
US;41.53781826;-83.0940185;40525
US;41.11676341;-84.5801017;18672
